Geographic Unit,Geographic ID,Geographic Name,State Median Income Bracket,Age Group,Childcare Subsidized ,Private Care Estimate,Estimated Children Receiving Childcare,Estimate of Unserved,Percent Need Met
County,53047,Okanogan County,<=60% of SMI,Preschool,362,109,471,543,46.4
County,53047,Okanogan County,>60% and <=75% of SMI,Preschool,,16,,95,
County,53047,Okanogan County,>75% and <=85% of SMI,Preschool,0,9,9,33,21.4
County,53047,Okanogan County,>85% of SMI,Preschool,0,33,33,72,31.4
County,53047,Okanogan County,<=60% of SMI,School Age,130,61,191,2689,6.6
County,53047,Okanogan County,>60% and <=75% of SMI,School Age,0,7,7,415,1.7
County,53047,Okanogan County,>75% and <=85% of SMI,School Age,0,1,1,201,0.5
County,53047,Okanogan County,>85% of SMI,School Age,0,24,24,590,3.9
County,53047,Okanogan County,<=60% of SMI,Toddler,90,54,144,619,18.9
County,53047,Okanogan County,>60% and <=75% of SMI,Toddler,0,7,7,93,7.0
County,53047,Okanogan County,>75% and <=85% of SMI,Toddler,0,3,3,30,9.1
County,53047,Okanogan County,>85% of SMI,Toddler,0,19,19,58,24.7
County,53049,Pacific County,<=60% of SMI,Infant,,9,,75,
County,53049,Pacific County,>60% and <=75% of SMI,Infant,,2,,32,
County,53049,Pacific County,>75% and <=85% of SMI,Infant,0,0,0,11,0.0
County,53049,Pacific County,>85% of SMI,Infant,0,6,6,10,37.5
County,53049,Pacific County,<=60% of SMI,Preschool,106,35,141,99,58.8
County,53049,Pacific County,>60% and <=75% of SMI,Preschool,,6,,59,
County,53049,Pacific County,>75% and <=85% of SMI,Preschool,,8,,32,
County,53049,Pacific County,>85% of SMI,Preschool,,19,,19,
County,53049,Pacific County,<=60% of SMI,School Age,16,12,28,823,3.3
County,53049,Pacific County,>60% and <=75% of SMI,School Age,,3,,228,
County,53049,Pacific County,>75% and <=85% of SMI,School Age,0,1,1,160,0.6
County,53049,Pacific County,>85% of SMI,School Age,0,4,4,165,2.4
County,53049,Pacific County,<=60% of SMI,Toddler,18,31,49,127,27.8
County,53049,Pacific County,>60% and <=75% of SMI,Toddler,,5,,42,
County,53049,Pacific County,>75% and <=85% of SMI,Toddler,0,2,2,30,6.2
County,53049,Pacific County,>85% of SMI,Toddler,0,9,9,18,33.3
County,53051,Pend Oreille County,<=60% of SMI,Infant,,1,,71,
County,53051,Pend Oreille County,>60% and <=75% of SMI,Infant,0,1,1,9,10.0
County,53051,Pend Oreille County,>75% and <=85% of SMI,Infant,0,1,1,5,16.7
County,53051,Pend Oreille County,>85% of SMI,Infant,0,1,1,42,2.3
County,53051,Pend Oreille County,<=60% of SMI,Preschool,44,5,49,128,27.7
County,53051,Pend Oreille County,>60% and <=75% of SMI,Preschool,,0,,33,
County,53051,Pend Oreille County,>75% and <=85% of SMI,Preschool,0,0,0,14,0.0
County,53051,Pend Oreille County,>85% of SMI,Preschool,0,6,6,96,5.9
County,53051,Pend Oreille County,<=60% of SMI,School Age,44,17,61,530,10.3
County,53051,Pend Oreille County,>60% and <=75% of SMI,School Age,0,0,0,85,0.0
County,53051,Pend Oreille County,>75% and <=85% of SMI,School Age,0,1,1,23,4.2
County,53051,Pend Oreille County,>85% of SMI,School Age,0,27,27,244,10.0
County,53051,Pend Oreille County,<=60% of SMI,Toddler,16,1,17,107,13.7
County,53051,Pend Oreille County,>60% and <=75% of SMI,Toddler,,2,,26,
County,53051,Pend Oreille County,>75% and <=85% of SMI,Toddler,0,0,0,11,0.0
County,53051,Pend Oreille County,>85% of SMI,Toddler,0,4,4,80,4.8
County,53053,Pierce County,<=60% of SMI,Infant,291,216,507,4576,10.0
County,53053,Pierce County,>60% and <=75% of SMI,Infant,,93,,1393,
County,53053,Pierce County,>75% and <=85% of SMI,Infant,,54,,847,
County,53053,Pierce County,>85% of SMI,Infant,0,532,532,3255,14.0
County,53053,Pierce County,<=60% of SMI,Preschool,4061,785,4846,8545,36.2
County,53053,Pierce County,>60% and <=75% of SMI,Preschool,56,378,434,3465,11.1
County,53053,Pierce County,>75% and <=85% of SMI,Preschool,20,262,282,2057,12.1
County,53053,Pierce County,>85% of SMI,Preschool,26,2074,2100,7812,21.2
County,53053,Pierce County,<=60% of SMI,School Age,2247,1416,3663,32149,10.2
County,53053,Pierce County,>60% and <=75% of SMI,School Age,14,622,636,11233,5.4
County,53053,Pierce County,>75% and <=85% of SMI,School Age,0,417,417,6679,5.9
County,53053,Pierce County,>85% of SMI,School Age,,3797,,27713,
County,53053,Pierce County,<=60% of SMI,Toddler,1429,563,1992,8191,19.6
County,53053,Pierce County,>60% and <=75% of SMI,Toddler,9,255,264,2752,8.8
County,53053,Pierce County,>75% and <=85% of SMI,Toddler,,168,,1604,
County,53053,Pierce County,>85% of SMI,Toddler,,1348,,6237,
County,53055,San Juan County,<=60% of SMI,Infant,7,6,13,40,24.5
County,53055,San Juan County,>60% and <=75% of SMI,Infant,0,0,0,12,0.0
County,53055,San Juan County,>75% and <=85% of SMI,Infant,0,1,1,5,16.7
County,53055,San Juan County,>85% of SMI,Infant,0,4,4,24,14.3
County,53055,San Juan County,<=60% of SMI,Preschool,63,22,85,50,63.0
County,53055,San Juan County,>60% and <=75% of SMI,Preschool,,9,,12,
County,53055,San Juan County,>75% and <=85% of SMI,Preschool,0,4,4,13,23.5
County,53055,San Juan County,>85% of SMI,Preschool,,40,,42,
County,53055,San Juan County,<=60% of SMI,School Age,0,5,5,448,1.1
County,53055,San Juan County,>60% and <=75% of SMI,School Age,0,0,0,124,0.0
County,53055,San Juan County,>75% and <=85% of SMI,School Age,0,0,0,72,0.0
County,53055,San Juan County,>85% of SMI,School Age,0,2,2,294,0.7
County,53055,San Juan County,<=60% of SMI,Toddler,10,18,28,73,27.7
County,53055,San Juan County,>60% and <=75% of SMI,Toddler,0,0,0,18,0.0
County,53055,San Juan County,>75% and <=85% of SMI,Toddler,0,1,1,7,12.5
County,53055,San Juan County,>85% of SMI,Toddler,0,16,16,41,28.1
County,53057,Skagit County,<=60% of SMI,Infant,58,28,86,643,11.8
County,53057,Skagit County,>60% and <=75% of SMI,Infant,0,15,15,155,8.8
County,53057,Skagit County,>75% and <=85% of SMI,Infant,0,10,10,86,10.4
County,53057,Skagit County,>85% of SMI,Infant,0,54,54,395,12.0
County,53057,Skagit County,<=60% of SMI,Preschool,591,132,723,1146,38.7
County,53057,Skagit County,>60% and <=75% of SMI,Preschool,,44,,396,
County,53057,Skagit County,>75% and <=85% of SMI,Preschool,0,43,43,217,16.5
County,53057,Skagit County,>85% of SMI,Preschool,,230,,953,
County,53057,Skagit County,<=60% of SMI,School Age,319,147,466,5430,7.9
County,53057,Skagit County,>60% and <=75% of SMI,School Age,0,36,36,1357,2.6
County,53057,Skagit County,>75% and <=85% of SMI,School Age,0,34,34,704,4.6
County,53057,Skagit County,>85% of SMI,School Age,0,198,198,2834,6.5
County,53057,Skagit County,<=60% of SMI,Toddler,238,89,327,1122,22.6
County,53057,Skagit County,>60% and <=75% of SMI,Toddler,,35,,291,
County,53057,Skagit County,>75% and <=85% of SMI,Toddler,0,29,29,180,13.9
County,53057,Skagit County,>85% of SMI,Toddler,,195,,709,
County,53059,Skamania County,<=60% of SMI,Infant,,3,,38,
County,53059,Skamania County,>60% and <=75% of SMI,Infant,0,0,0,15,0.0
County,53059,Skamania County,>75% and <=85% of SMI,Infant,0,1,1,5,16.7
County,53059,Skamania County,>85% of SMI,Infant,0,6,6,32,15.8
County,53059,Skamania County,<=60% of SMI,Preschool,36,4,40,77,34.2
County,53059,Skamania County,>60% and <=75% of SMI,Preschool,,1,,34,
County,53059,Skamania County,>75% and <=85% of SMI,Preschool,0,2,2,14,12.5
County,53059,Skamania County,>85% of SMI,Preschool,0,18,18,94,16.1
County,53059,Skamania County,<=60% of SMI,School Age,10,4,14,304,4.4
County,53059,Skamania County,>60% and <=75% of SMI,School Age,0,2,2,126,1.6
County,53059,Skamania County,>75% and <=85% of SMI,School Age,0,0,0,75,0.0
County,53059,Skamania County,>85% of SMI,School Age,0,2,2,337,0.6
County,53059,Skamania County,<=60% of SMI,Toddler,16,2,18,71,20.2
County,53059,Skamania County,>60% and <=75% of SMI,Toddler,0,1,1,18,5.3
County,53059,Skamania County,>75% and <=85% of SMI,Toddler,0,1,1,18,5.3
County,53059,Skamania County,>85% of SMI,Toddler,0,10,10,72,12.2
County,53061,Snohomish County,<=60% of SMI,Infant,181,129,310,3136,9.0
County,53061,Snohomish County,>60% and <=75% of SMI,Infant,0,65,65,948,6.4
County,53061,Snohomish County,>75% and <=85% of SMI,Infant,0,58,58,576,9.1
County,53061,Snohomish County,>85% of SMI,Infant,0,669,669,4033,14.2
County,53061,Snohomish County,<=60% of SMI,Preschool,2944,443,3387,5678,37.4
County,53061,Snohomish County,>60% and <=75% of SMI,Preschool,41,260,301,2469,10.9
County,53061,Snohomish County,>75% and <=85% of SMI,Preschool,17,180,197,1406,12.3
County,53061,Snohomish County,>85% of SMI,Preschool,49,2811,2860,9464,23.2
County,53061,Snohomish County,<=60% of SMI,School Age,1300,704,2004,24752,7.5
County,53061,Snohomish County,>60% and <=75% of SMI,School Age,16,280,296,7639,3.7
County,53061,Snohomish County,>75% and <=85% of SMI,School Age,,188,,4902,
County,53061,Snohomish County,>85% of SMI,School Age,,3304,,31588,
County,53061,Snohomish County,<=60% of SMI,Toddler,871,331,1202,5651,17.5
County,53061,Snohomish County,>60% and <=75% of SMI,Toddler,15,165,180,1823,9.0
County,53061,Snohomish County,>75% and <=85% of SMI,Toddler,,105,,1148,
County,53061,Snohomish County,>85% of SMI,Toddler,,1825,,7593,
County,53063,Spokane County,<=60% of SMI,Infant,264,163,427,3087,12.2
County,53063,Spokane County,>60% and <=75% of SMI,Infant,,44,,557,
County,53063,Spokane County,>75% and <=85% of SMI,Infant,0,31,31,286,9.8
County,53063,Spokane County,>85% of SMI,Infant,,189,,1407,
County,53063,Spokane County,<=60% of SMI,Preschool,3706,535,4241,4826,46.8
County,53063,Spokane County,>60% and <=75% of SMI,Preschool,112,227,339,1308,20.6
County,53063,Spokane County,>75% and <=85% of SMI,Preschool,33,129,162,673,19.4
County,53063,Spokane County,>85% of SMI,Preschool,65,940,1005,3157,24.1
County,53063,Spokane County,<=60% of SMI,School Age,1368,891,2259,21993,9.3
County,53063,Spokane County,>60% and <=75% of SMI,School Age,9,246,255,5222,4.7
County,53063,Spokane County,>75% and <=85% of SMI,School Age,,178,,2941,
County,53063,Spokane County,>85% of SMI,School Age,,1307,,13779,
County,53063,Spokane County,<=60% of SMI,Toddler,1085,428,1513,5429,21.8
County,53063,Spokane County,>60% and <=75% of SMI,Toddler,12,127,139,1142,10.9
County,53063,Spokane County,>75% and <=85% of SMI,Toddler,,76,,567,
County,53063,Spokane County,>85% of SMI,Toddler,0,590,590,2589,18.6
County,53065,Stevens County,<=60% of SMI,Infant,,5,,325,
County,53065,Stevens County,>60% and <=75% of SMI,Infant,0,1,1,41,2.4
County,53065,Stevens County,>75% and <=85% of SMI,Infant,0,0,0,14,0.0
County,53065,Stevens County,>85% of SMI,Infant,0,4,4,84,4.5
County,53065,Stevens County,<=60% of SMI,Preschool,239,28,267,586,31.3
County,53065,Stevens County,>60% and <=75% of SMI,Preschool,,5,,116,
County,53065,Stevens County,>75% and <=85% of SMI,Preschool,,2,,46,
County,53065,Stevens County,>85% of SMI,Preschool,,24,,202,
County,53065,Stevens County,<=60% of SMI,School Age,49,29,78,2421,3.1
County,53065,Stevens County,>60% and <=75% of SMI,School Age,0,4,4,536,0.7
County,53065,Stevens County,>75% and <=85% of SMI,School Age,0,3,3,247,1.2
County,53065,Stevens County,>85% of SMI,School Age,0,9,9,702,1.3
County,53065,Stevens County,<=60% of SMI,Toddler,45,18,63,580,9.8
County,53065,Stevens County,>60% and <=75% of SMI,Toddler,0,3,3,84,3.4
County,53065,Stevens County,>75% and <=85% of SMI,Toddler,0,1,1,37,2.6
County,53065,Stevens County,>85% of SMI,Toddler,0,17,17,164,9.4
County,53067,Thurston County,<=60% of SMI,Infant,85,92,177,1289,12.1
County,53067,Thurston County,>60% and <=75% of SMI,Infant,,40,,361,
County,53067,Thurston County,>75% and <=85% of SMI,Infant,0,30,30,196,13.3
County,53067,Thurston County,>85% of SMI,Infant,0,224,224,889,20.1
County,53067,Thurston County,<=60% of SMI,Preschool,1147,270,1417,2431,36.8
County,53067,Thurston County,>60% and <=75% of SMI,Preschool,7,147,154,902,14.6
County,53067,Thurston County,>75% and <=85% of SMI,Preschool,,104,,509,
County,53067,Thurston County,>85% of SMI,Preschool,,757,,2160,
County,53067,Thurston County,<=60% of SMI,School Age,681,359,1040,9265,10.1
County,53067,Thurston County,>60% and <=75% of SMI,School Age,,215,,3302,
County,53067,Thurston County,>75% and <=85% of SMI,School Age,,135,,1968,
County,53067,Thurston County,>85% of SMI,School Age,0,1040,1040,7868,11.7
County,53067,Thurston County,<=60% of SMI,Toddler,394,186,580,2355,19.8
County,53067,Thurston County,>60% and <=75% of SMI,Toddler,,95,,685,
County,53067,Thurston County,>75% and <=85% of SMI,Toddler,,80,,385,
County,53067,Thurston County,>85% of SMI,Toddler,0,525,525,1708,23.5
County,53069,Wahkiakum County,<=60% of SMI,Infant,0,0,0,27,0.0
County,53069,Wahkiakum County,>60% and <=75% of SMI,Infant,0,0,0,4,0.0
County,53069,Wahkiakum County,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
County,53069,Wahkiakum County,>85% of SMI,Infant,0,0,0,4,0.0
County,53069,Wahkiakum County,<=60% of SMI,Preschool,19,15,34,39,46.6
County,53069,Wahkiakum County,>60% and <=75% of SMI,Preschool,,3,,3,
County,53069,Wahkiakum County,>75% and <=85% of SMI,Preschool,0,0,0,3,0.0
County,53069,Wahkiakum County,>85% of SMI,Preschool,0,7,7,5,58.3
County,53069,Wahkiakum County,<=60% of SMI,School Age,,1,,270,
County,53069,Wahkiakum County,>60% and <=75% of SMI,School Age,0,0,0,64,0.0
County,53069,Wahkiakum County,>75% and <=85% of SMI,School Age,0,0,0,33,0.0
County,53069,Wahkiakum County,>85% of SMI,School Age,0,1,1,17,5.6
County,53069,Wahkiakum County,<=60% of SMI,Toddler,,4,,51,
County,53069,Wahkiakum County,>60% and <=75% of SMI,Toddler,0,0,0,5,0.0
County,53069,Wahkiakum County,>75% and <=85% of SMI,Toddler,0,1,1,4,20.0
County,53069,Wahkiakum County,>85% of SMI,Toddler,0,1,1,6,14.3
County,53071,Walla Walla County,<=60% of SMI,Infant,29,6,35,325,9.7
County,53071,Walla Walla County,>60% and <=75% of SMI,Infant,0,6,6,62,8.8
County,53071,Walla Walla County,>75% and <=85% of SMI,Infant,0,2,2,44,4.3
County,53071,Walla Walla County,>85% of SMI,Infant,0,15,15,107,12.3
County,53071,Walla Walla County,<=60% of SMI,Preschool,311,49,360,575,38.5
County,53071,Walla Walla County,>60% and <=75% of SMI,Preschool,,31,,148,
County,53071,Walla Walla County,>75% and <=85% of SMI,Preschool,0,22,22,88,20.0
County,53071,Walla Walla County,>85% of SMI,Preschool,,71,,264,
County,53071,Walla Walla County,<=60% of SMI,School Age,147,149,296,2768,9.7
County,53071,Walla Walla County,>60% and <=75% of SMI,School Age,,42,,571,
County,53071,Walla Walla County,>75% and <=85% of SMI,School Age,0,32,32,323,9.0
County,53071,Walla Walla County,>85% of SMI,School Age,0,156,156,1088,12.5
County,53071,Walla Walla County,<=60% of SMI,Toddler,110,30,140,590,19.2
County,53071,Walla Walla County,>60% and <=75% of SMI,Toddler,,27,,126,
County,53071,Walla Walla County,>75% and <=85% of SMI,Toddler,0,9,9,62,12.7
County,53071,Walla Walla County,>85% of SMI,Toddler,0,61,61,203,23.1
County,53073,Whatcom County,<=60% of SMI,Infant,38,50,88,1058,7.7
County,53073,Whatcom County,>60% and <=75% of SMI,Infant,0,10,10,255,3.8
County,53073,Whatcom County,>75% and <=85% of SMI,Infant,0,8,8,159,4.8
County,53073,Whatcom County,>85% of SMI,Infant,0,54,54,555,8.9
County,53073,Whatcom County,<=60% of SMI,Preschool,695,287,982,1996,33.0
County,53073,Whatcom County,>60% and <=75% of SMI,Preschool,,91,,634,
County,53073,Whatcom County,>75% and <=85% of SMI,Preschool,,67,,317,
County,53073,Whatcom County,>85% of SMI,Preschool,,452,,1172,
County,53073,Whatcom County,<=60% of SMI,School Age,264,315,579,7266,7.4
County,53073,Whatcom County,>60% and <=75% of SMI,School Age,,75,,1690,
County,53073,Whatcom County,>75% and <=85% of SMI,School Age,0,50,50,923,5.1
County,53073,Whatcom County,>85% of SMI,School Age,,668,,5930,
County,53073,Whatcom County,<=60% of SMI,Toddler,190,152,342,1954,14.9
County,53073,Whatcom County,>60% and <=75% of SMI,Toddler,,54,,511,
County,53073,Whatcom County,>75% and <=85% of SMI,Toddler,0,29,29,256,10.2
County,53073,Whatcom County,>85% of SMI,Toddler,0,261,261,965,21.3
County,53075,Whitman County,<=60% of SMI,Infant,6,13,19,173,9.9
County,53075,Whitman County,>60% and <=75% of SMI,Infant,0,4,4,42,8.7
County,53075,Whitman County,>75% and <=85% of SMI,Infant,0,2,2,21,8.7
County,53075,Whitman County,>85% of SMI,Infant,0,28,28,85,24.8
County,53075,Whitman County,<=60% of SMI,Preschool,154,49,203,312,39.4
County,53075,Whitman County,>60% and <=75% of SMI,Preschool,,15,,96,
County,53075,Whitman County,>75% and <=85% of SMI,Preschool,,7,,53,
County,53075,Whitman County,>85% of SMI,Preschool,,106,,200,
County,53075,Whitman County,<=60% of SMI,School Age,35,64,99,1736,5.4
County,53075,Whitman County,>60% and <=75% of SMI,School Age,,9,,325,
County,53075,Whitman County,>75% and <=85% of SMI,School Age,0,6,6,190,3.1
County,53075,Whitman County,>85% of SMI,School Age,0,67,67,834,7.4
County,53075,Whitman County,<=60% of SMI,Toddler,30,35,65,321,16.8
County,53075,Whitman County,>60% and <=75% of SMI,Toddler,,15,,65,
County,53075,Whitman County,>75% and <=85% of SMI,Toddler,0,3,3,53,5.4
County,53075,Whitman County,>85% of SMI,Toddler,0,64,64,161,28.4
County,53077,Yakima County,<=60% of SMI,Infant,250,174,424,2389,15.1
County,53077,Yakima County,>60% and <=75% of SMI,Infant,,27,,239,
County,53077,Yakima County,>75% and <=85% of SMI,Infant,0,11,11,127,8.0
County,53077,Yakima County,>85% of SMI,Infant,0,79,79,514,13.3
County,53077,Yakima County,<=60% of SMI,Preschool,3103,575,3678,3668,50.1
County,53077,Yakima County,>60% and <=75% of SMI,Preschool,21,127,148,602,19.7
County,53077,Yakima County,>75% and <=85% of SMI,Preschool,8,55,63,268,19.0
County,53077,Yakima County,>85% of SMI,Preschool,9,376,385,1200,24.3
County,53077,Yakima County,<=60% of SMI,School Age,1910,742,2652,19859,11.8
County,53077,Yakima County,>60% and <=75% of SMI,School Age,,118,,3123,
County,53077,Yakima County,>75% and <=85% of SMI,School Age,,69,,1363,
County,53077,Yakima County,>85% of SMI,School Age,0,285,285,3655,7.2
County,53077,Yakima County,<=60% of SMI,Toddler,1163,341,1504,4133,26.7
County,53077,Yakima County,>60% and <=75% of SMI,Toddler,,66,,490,
County,53077,Yakima County,>75% and <=85% of SMI,Toddler,,27,,215,
County,53077,Yakima County,>85% of SMI,Toddler,,207,,979,
Legislative District,53001,001,<=60% of SMI,Infant,19,16,35,280,11.1
Legislative District,53001,001,>60% and <=75% of SMI,Infant,0,11,11,128,7.9
Legislative District,53001,001,>75% and <=85% of SMI,Infant,0,13,13,106,10.9
Legislative District,53001,001,>85% of SMI,Infant,0,288,288,1311,18.0
Legislative District,53001,001,<=60% of SMI,Preschool,230,61,291,534,35.3
Legislative District,53001,001,>60% and <=75% of SMI,Preschool,0,40,40,355,10.1
Legislative District,53001,001,>75% and <=85% of SMI,Preschool,0,35,35,236,12.9
Legislative District,53001,001,>85% of SMI,Preschool,0,1229,1229,2962,29.3
Legislative District,53001,001,<=60% of SMI,School Age,140,116,256,2856,8.2
Legislative District,53001,001,>60% and <=75% of SMI,School Age,0,68,68,1195,5.4
Legislative District,53001,001,>75% and <=85% of SMI,School Age,0,47,47,904,4.9
Legislative District,53001,001,>85% of SMI,School Age,0,1508,1508,10680,12.4
Legislative District,53001,001,<=60% of SMI,Toddler,96,37,133,470,22.1
Legislative District,53001,001,>60% and <=75% of SMI,Toddler,0,24,24,262,8.4
Legislative District,53001,001,>75% and <=85% of SMI,Toddler,0,27,27,198,12.0
Legislative District,53001,001,>85% of SMI,Toddler,,743,,2430,
Legislative District,53002,002,<=60% of SMI,Infant,39,29,68,865,7.3
Legislative District,53002,002,>60% and <=75% of SMI,Infant,,11,,254,
Legislative District,53002,002,>75% and <=85% of SMI,Infant,0,9,9,143,5.9
Legislative District,53002,002,>85% of SMI,Infant,0,71,71,609,10.4
Legislative District,53002,002,<=60% of SMI,Preschool,640,120,760,1708,30.8
