Geographic Unit,Geographic ID,Geographic Name,State Median Income Bracket,Age Group,Childcare Subsidized ,Private Care Estimate,Estimated Children Receiving Childcare,Estimate of Unserved,Percent Need Met
Legislative District,53018,018,<=60% of SMI,Toddler,98,49,147,1184,11.0
Legislative District,53018,018,>60% and <=75% of SMI,Toddler,,34,,467,
Legislative District,53018,018,>75% and <=85% of SMI,Toddler,0,25,25,274,8.4
Legislative District,53018,018,>85% of SMI,Toddler,0,218,218,1489,12.8
Legislative District,53019,019,<=60% of SMI,Infant,47,38,85,800,9.6
Legislative District,53019,019,>60% and <=75% of SMI,Infant,,7,,156,
Legislative District,53019,019,>75% and <=85% of SMI,Infant,0,5,5,72,6.5
Legislative District,53019,019,>85% of SMI,Infant,0,41,41,254,13.9
Legislative District,53019,019,<=60% of SMI,Preschool,979,231,1210,1078,52.9
Legislative District,53019,019,>60% and <=75% of SMI,Preschool,16,53,69,369,15.8
Legislative District,53019,019,>75% and <=85% of SMI,Preschool,,30,,187,
Legislative District,53019,019,>85% of SMI,Preschool,,204,,535,
Legislative District,53019,019,<=60% of SMI,School Age,335,128,463,6984,6.2
Legislative District,53019,019,>60% and <=75% of SMI,School Age,6,26,32,1574,2.0
Legislative District,53019,019,>75% and <=85% of SMI,School Age,,9,,785,
Legislative District,53019,019,>85% of SMI,School Age,0,76,76,2275,3.2
Legislative District,53019,019,<=60% of SMI,Toddler,258,142,400,1303,23.5
Legislative District,53019,019,>60% and <=75% of SMI,Toddler,,27,,301,
Legislative District,53019,019,>75% and <=85% of SMI,Toddler,0,17,17,160,9.6
Legislative District,53019,019,>85% of SMI,Toddler,0,113,113,431,20.8
Legislative District,53020,020,<=60% of SMI,Infant,33,22,55,995,5.2
Legislative District,53020,020,>60% and <=75% of SMI,Infant,0,10,10,228,4.2
Legislative District,53020,020,>75% and <=85% of SMI,Infant,0,2,2,112,1.8
Legislative District,53020,020,>85% of SMI,Infant,0,25,25,363,6.4
Legislative District,53020,020,<=60% of SMI,Preschool,710,127,837,1946,30.1
Legislative District,53020,020,>60% and <=75% of SMI,Preschool,7,53,60,647,8.5
Legislative District,53020,020,>75% and <=85% of SMI,Preschool,,25,,276,
Legislative District,53020,020,>85% of SMI,Preschool,,142,,922,
Legislative District,53020,020,<=60% of SMI,School Age,217,150,367,6718,5.2
Legislative District,53020,020,>60% and <=75% of SMI,School Age,0,33,33,1629,2.0
Legislative District,53020,020,>75% and <=85% of SMI,School Age,0,18,18,810,2.2
Legislative District,53020,020,>85% of SMI,School Age,0,167,167,3441,4.6
Legislative District,53020,020,<=60% of SMI,Toddler,187,65,252,1845,12.0
Legislative District,53020,020,>60% and <=75% of SMI,Toddler,,29,,467,
Legislative District,53020,020,>75% and <=85% of SMI,Toddler,,17,,207,
Legislative District,53020,020,>85% of SMI,Toddler,,95,,724,
Legislative District,53021,021,<=60% of SMI,Infant,45,13,58,579,9.1
Legislative District,53021,021,>60% and <=75% of SMI,Infant,0,3,3,113,2.6
Legislative District,53021,021,>75% and <=85% of SMI,Infant,0,12,12,83,12.6
Legislative District,53021,021,>85% of SMI,Infant,0,120,120,690,14.8
Legislative District,53021,021,<=60% of SMI,Preschool,659,95,754,965,43.9
Legislative District,53021,021,>60% and <=75% of SMI,Preschool,,28,,297,
Legislative District,53021,021,>75% and <=85% of SMI,Preschool,,35,,182,
Legislative District,53021,021,>85% of SMI,Preschool,,543,,1564,
Legislative District,53021,021,<=60% of SMI,School Age,326,158,484,5238,8.5
Legislative District,53021,021,>60% and <=75% of SMI,School Age,0,41,41,1201,3.3
Legislative District,53021,021,>75% and <=85% of SMI,School Age,0,37,37,753,4.7
Legislative District,53021,021,>85% of SMI,School Age,,766,,5623,
Legislative District,53021,021,<=60% of SMI,Toddler,202,58,260,1006,20.5
Legislative District,53021,021,>60% and <=75% of SMI,Toddler,,23,,242,
Legislative District,53021,021,>75% and <=85% of SMI,Toddler,,17,,136,
Legislative District,53021,021,>85% of SMI,Toddler,0,340,340,1275,21.1
Legislative District,53022,022,<=60% of SMI,Infant,56,61,117,665,15.0
Legislative District,53022,022,>60% and <=75% of SMI,Infant,0,29,29,187,13.4
Legislative District,53022,022,>75% and <=85% of SMI,Infant,0,24,24,114,17.4
Legislative District,53022,022,>85% of SMI,Infant,0,154,154,423,26.7
Legislative District,53022,022,<=60% of SMI,Preschool,659,157,816,1249,39.5
Legislative District,53022,022,>60% and <=75% of SMI,Preschool,,109,,488,
Legislative District,53022,022,>75% and <=85% of SMI,Preschool,,79,,292,
Legislative District,53022,022,>85% of SMI,Preschool,,496,,1032,
Legislative District,53022,022,<=60% of SMI,School Age,480,272,752,4655,13.9
Legislative District,53022,022,>60% and <=75% of SMI,School Age,,170,,1703,
Legislative District,53022,022,>75% and <=85% of SMI,School Age,,115,,1055,
Legislative District,53022,022,>85% of SMI,School Age,0,766,766,3859,16.6
Legislative District,53022,022,<=60% of SMI,Toddler,247,126,373,1187,23.9
Legislative District,53022,022,>60% and <=75% of SMI,Toddler,,64,,381,
Legislative District,53022,022,>75% and <=85% of SMI,Toddler,,52,,218,
Legislative District,53022,022,>85% of SMI,Toddler,0,340,340,820,29.3
Legislative District,53023,023,<=60% of SMI,Infant,32,14,46,539,7.9
Legislative District,53023,023,>60% and <=75% of SMI,Infant,,8,,200,
Legislative District,53023,023,>75% and <=85% of SMI,Infant,0,4,4,95,4.0
Legislative District,53023,023,>85% of SMI,Infant,0,62,62,617,9.1
Legislative District,53023,023,<=60% of SMI,Preschool,342,102,444,1089,29.0
Legislative District,53023,023,>60% and <=75% of SMI,Preschool,,56,,437,
Legislative District,53023,023,>75% and <=85% of SMI,Preschool,,27,,279,
Legislative District,53023,023,>85% of SMI,Preschool,,332,,1403,
Legislative District,53023,023,<=60% of SMI,School Age,182,201,383,3967,8.8
Legislative District,53023,023,>60% and <=75% of SMI,School Age,0,68,68,1206,5.3
Legislative District,53023,023,>75% and <=85% of SMI,School Age,0,56,56,778,6.7
Legislative District,53023,023,>85% of SMI,School Age,,668,,4779,
Legislative District,53023,023,<=60% of SMI,Toddler,137,59,196,982,16.6
Legislative District,53023,023,>60% and <=75% of SMI,Toddler,0,23,23,353,6.1
Legislative District,53023,023,>75% and <=85% of SMI,Toddler,0,21,21,209,9.1
Legislative District,53023,023,>85% of SMI,Toddler,0,195,195,1155,14.4
Legislative District,53024,024,<=60% of SMI,Infant,35,29,64,673,8.7
Legislative District,53024,024,>60% and <=75% of SMI,Infant,0,5,5,105,4.5
Legislative District,53024,024,>75% and <=85% of SMI,Infant,0,5,5,60,7.7
Legislative District,53024,024,>85% of SMI,Infant,0,30,30,204,12.8
Legislative District,53024,024,<=60% of SMI,Preschool,665,120,785,1169,40.2
Legislative District,53024,024,>60% and <=75% of SMI,Preschool,,27,,267,
Legislative District,53024,024,>75% and <=85% of SMI,Preschool,0,13,13,124,9.5
Legislative District,53024,024,>85% of SMI,Preschool,,131,,477,
Legislative District,53024,024,<=60% of SMI,School Age,212,166,378,5973,6.0
Legislative District,53024,024,>60% and <=75% of SMI,School Age,,30,,1213,
Legislative District,53024,024,>75% and <=85% of SMI,School Age,0,19,19,619,3.0
Legislative District,53024,024,>85% of SMI,School Age,,71,,1956,
Legislative District,53024,024,<=60% of SMI,Toddler,159,72,231,1216,16.0
Legislative District,53024,024,>60% and <=75% of SMI,Toddler,,22,,211,
Legislative District,53024,024,>75% and <=85% of SMI,Toddler,0,9,9,117,7.1
Legislative District,53024,024,>85% of SMI,Toddler,0,72,72,402,15.2
Legislative District,53025,025,<=60% of SMI,Infant,41,30,71,780,8.3
Legislative District,53025,025,>60% and <=75% of SMI,Infant,0,15,15,263,5.4
Legislative District,53025,025,>75% and <=85% of SMI,Infant,0,9,9,154,5.5
Legislative District,53025,025,>85% of SMI,Infant,0,96,96,628,13.3
Legislative District,53025,025,<=60% of SMI,Preschool,558,103,661,1504,30.5
Legislative District,53025,025,>60% and <=75% of SMI,Preschool,8,68,76,677,10.1
Legislative District,53025,025,>75% and <=85% of SMI,Preschool,,48,,388,
Legislative District,53025,025,>85% of SMI,Preschool,,381,,1471,
Legislative District,53025,025,<=60% of SMI,School Age,463,238,701,5691,11.0
Legislative District,53025,025,>60% and <=75% of SMI,School Age,,115,,1918,
Legislative District,53025,025,>75% and <=85% of SMI,School Age,0,69,69,1125,5.8
Legislative District,53025,025,>85% of SMI,School Age,,715,,4954,
Legislative District,53025,025,<=60% of SMI,Toddler,260,60,320,1345,19.2
Legislative District,53025,025,>60% and <=75% of SMI,Toddler,,50,,523,
Legislative District,53025,025,>75% and <=85% of SMI,Toddler,,22,,310,
Legislative District,53025,025,>85% of SMI,Toddler,0,258,258,1172,18.0
Legislative District,53026,026,<=60% of SMI,Infant,20,13,33,552,5.6
Legislative District,53026,026,>60% and <=75% of SMI,Infant,0,14,14,181,7.2
Legislative District,53026,026,>75% and <=85% of SMI,Infant,0,2,2,108,1.8
Legislative District,53026,026,>85% of SMI,Infant,0,62,62,602,9.3
Legislative District,53026,026,<=60% of SMI,Preschool,375,64,439,1090,28.7
Legislative District,53026,026,>60% and <=75% of SMI,Preschool,,28,,477,
Legislative District,53026,026,>75% and <=85% of SMI,Preschool,,27,,256,
Legislative District,53026,026,>85% of SMI,Preschool,6,257,263,1481,15.1
Legislative District,53026,026,<=60% of SMI,School Age,160,131,291,4279,6.4
Legislative District,53026,026,>60% and <=75% of SMI,School Age,,65,,1730,
Legislative District,53026,026,>75% and <=85% of SMI,School Age,,60,,1170,
Legislative District,53026,026,>85% of SMI,School Age,0,483,483,4749,9.2
Legislative District,53026,026,<=60% of SMI,Toddler,120,41,161,972,14.2
Legislative District,53026,026,>60% and <=75% of SMI,Toddler,0,23,23,371,5.8
Legislative District,53026,026,>75% and <=85% of SMI,Toddler,0,9,9,221,3.9
Legislative District,53026,026,>85% of SMI,Toddler,0,186,186,1178,13.6
Legislative District,53027,027,<=60% of SMI,Infant,64,18,82,566,12.7
Legislative District,53027,027,>60% and <=75% of SMI,Infant,0,21,21,185,10.2
Legislative District,53027,027,>75% and <=85% of SMI,Infant,0,13,13,117,10.0
Legislative District,53027,027,>85% of SMI,Infant,0,114,114,509,18.3
Legislative District,53027,027,<=60% of SMI,Preschool,678,93,771,975,44.2
Legislative District,53027,027,>60% and <=75% of SMI,Preschool,7,73,80,446,15.2
Legislative District,53027,027,>75% and <=85% of SMI,Preschool,,45,,294,
Legislative District,53027,027,>85% of SMI,Preschool,,502,,1117,
Legislative District,53027,027,<=60% of SMI,School Age,422,225,647,4132,13.5
Legislative District,53027,027,>60% and <=75% of SMI,School Age,,92,,1319,
Legislative District,53027,027,>75% and <=85% of SMI,School Age,0,79,79,767,9.3
Legislative District,53027,027,>85% of SMI,School Age,0,742,742,3562,17.2
Legislative District,53027,027,<=60% of SMI,Toddler,268,55,323,1038,23.7
Legislative District,53027,027,>60% and <=75% of SMI,Toddler,,36,,362,
Legislative District,53027,027,>75% and <=85% of SMI,Toddler,0,31,31,214,12.7
Legislative District,53027,027,>85% of SMI,Toddler,0,305,305,949,24.3
Legislative District,53028,028,<=60% of SMI,Infant,42,83,125,985,11.3
Legislative District,53028,028,>60% and <=75% of SMI,Infant,,20,,223,
Legislative District,53028,028,>75% and <=85% of SMI,Infant,,14,,146,
Legislative District,53028,028,>85% of SMI,Infant,0,121,121,385,23.9
Legislative District,53028,028,<=60% of SMI,Preschool,691,284,975,1970,33.1
Legislative District,53028,028,>60% and <=75% of SMI,Preschool,7,82,89,536,14.2
Legislative District,53028,028,>75% and <=85% of SMI,Preschool,,58,,350,
Legislative District,53028,028,>85% of SMI,Preschool,6,362,368,962,27.7
Legislative District,53028,028,<=60% of SMI,School Age,280,311,591,5374,9.9
Legislative District,53028,028,>60% and <=75% of SMI,School Age,,100,,1687,
Legislative District,53028,028,>75% and <=85% of SMI,School Age,0,73,73,917,7.4
Legislative District,53028,028,>85% of SMI,School Age,0,680,680,3693,15.5
Legislative District,53028,028,<=60% of SMI,Toddler,209,205,414,1813,18.6
Legislative District,53028,028,>60% and <=75% of SMI,Toddler,,58,,460,
Legislative District,53028,028,>75% and <=85% of SMI,Toddler,,43,,267,
Legislative District,53028,028,>85% of SMI,Toddler,0,247,247,750,24.8
Legislative District,53029,029,<=60% of SMI,Infant,92,59,151,1193,11.2
Legislative District,53029,029,>60% and <=75% of SMI,Infant,,16,,244,
Legislative District,53029,029,>75% and <=85% of SMI,Infant,0,8,8,136,5.6
Legislative District,53029,029,>85% of SMI,Infant,0,45,45,327,12.1
Legislative District,53029,029,<=60% of SMI,Preschool,1391,184,1575,1943,44.8
Legislative District,53029,029,>60% and <=75% of SMI,Preschool,11,77,88,615,12.5
Legislative District,53029,029,>75% and <=85% of SMI,Preschool,,49,,309,
Legislative District,53029,029,>85% of SMI,Preschool,,214,,789,
Legislative District,53029,029,<=60% of SMI,School Age,644,359,1003,8443,10.6
Legislative District,53029,029,>60% and <=75% of SMI,School Age,,138,,2009,
Legislative District,53029,029,>75% and <=85% of SMI,School Age,0,77,77,1100,6.5
Legislative District,53029,029,>85% of SMI,School Age,0,359,359,2369,13.2
Legislative District,53029,029,<=60% of SMI,Toddler,451,149,600,2062,22.5
Legislative District,53029,029,>60% and <=75% of SMI,Toddler,,60,,466,
Legislative District,53029,029,>75% and <=85% of SMI,Toddler,0,32,32,256,11.1
Legislative District,53029,029,>85% of SMI,Toddler,0,140,140,619,18.4
Legislative District,53030,030,<=60% of SMI,Infant,106,49,155,1033,13.0
Legislative District,53030,030,>60% and <=75% of SMI,Infant,,14,,230,
Legislative District,53030,030,>75% and <=85% of SMI,Infant,0,10,10,135,6.9
Legislative District,53030,030,>85% of SMI,Infant,0,67,67,331,16.8
Legislative District,53030,030,<=60% of SMI,Preschool,1068,153,1221,1777,40.7
Legislative District,53030,030,>60% and <=75% of SMI,Preschool,9,79,88,586,13.1
Legislative District,53030,030,>75% and <=85% of SMI,Preschool,,54,,294,
Legislative District,53030,030,>85% of SMI,Preschool,,292,,748,
Legislative District,53030,030,<=60% of SMI,School Age,808,374,1182,7281,14.0
Legislative District,53030,030,>60% and <=75% of SMI,School Age,,123,,1540,
Legislative District,53030,030,>75% and <=85% of SMI,School Age,0,65,65,750,8.0
Legislative District,53030,030,>85% of SMI,School Age,0,566,566,2651,17.6
Legislative District,53030,030,<=60% of SMI,Toddler,421,145,566,1732,24.6
Legislative District,53030,030,>60% and <=75% of SMI,Toddler,,40,,474,
Legislative District,53030,030,>75% and <=85% of SMI,Toddler,0,32,32,227,12.4
Legislative District,53030,030,>85% of SMI,Toddler,0,170,170,632,21.2
Legislative District,53031,031,<=60% of SMI,Infant,34,14,48,524,8.4
Legislative District,53031,031,>60% and <=75% of SMI,Infant,0,15,15,287,5.0
Legislative District,53031,031,>75% and <=85% of SMI,Infant,0,5,5,186,2.6
Legislative District,53031,031,>85% of SMI,Infant,0,94,94,836,10.1
Legislative District,53031,031,<=60% of SMI,Preschool,509,47,556,924,37.6
Legislative District,53031,031,>60% and <=75% of SMI,Preschool,13,50,63,698,8.3
Legislative District,53031,031,>75% and <=85% of SMI,Preschool,,48,,472,
Legislative District,53031,031,>85% of SMI,Preschool,11,402,413,2003,17.1
Legislative District,53031,031,<=60% of SMI,School Age,294,125,419,4376,8.7
Legislative District,53031,031,>60% and <=75% of SMI,School Age,,92,,2079,
Legislative District,53031,031,>75% and <=85% of SMI,School Age,0,68,68,1438,4.5
Legislative District,53031,031,>85% of SMI,School Age,,707,,8032,
Legislative District,53031,031,<=60% of SMI,Toddler,174,48,222,905,19.7
Legislative District,53031,031,>60% and <=75% of SMI,Toddler,,37,,528,
Legislative District,53031,031,>75% and <=85% of SMI,Toddler,,41,,369,
Legislative District,53031,031,>85% of SMI,Toddler,,266,,1581,
Legislative District,53032,032,<=60% of SMI,Infant,18,23,41,497,7.6
Legislative District,53032,032,>60% and <=75% of SMI,Infant,0,18,18,130,12.2
Legislative District,53032,032,>75% and <=85% of SMI,Infant,0,12,12,88,12.0
Legislative District,53032,032,>85% of SMI,Infant,0,167,167,745,18.3
Legislative District,53032,032,<=60% of SMI,Preschool,504,110,614,795,43.6
Legislative District,53032,032,>60% and <=75% of SMI,Preschool,,50,,375,
Legislative District,53032,032,>75% and <=85% of SMI,Preschool,,34,,207,
Legislative District,53032,032,>85% of SMI,Preschool,,781,,1616,
Legislative District,53032,032,<=60% of SMI,School Age,158,136,294,3244,8.3
Legislative District,53032,032,>60% and <=75% of SMI,School Age,,71,,889,
Legislative District,53032,032,>75% and <=85% of SMI,School Age,0,45,45,644,6.5
Legislative District,53032,032,>85% of SMI,School Age,0,1077,1077,5159,17.3
Legislative District,53032,032,<=60% of SMI,Toddler,139,56,195,906,17.7
Legislative District,53032,032,>60% and <=75% of SMI,Toddler,,31,,249,
Legislative District,53032,032,>75% and <=85% of SMI,Toddler,0,18,18,180,9.1
Legislative District,53032,032,>85% of SMI,Toddler,0,484,484,1344,26.5
Legislative District,53033,033,<=60% of SMI,Infant,153,64,217,1106,16.4
Legislative District,53033,033,>60% and <=75% of SMI,Infant,,23,,164,
Legislative District,53033,033,>75% and <=85% of SMI,Infant,0,7,7,103,6.4
Legislative District,53033,033,>85% of SMI,Infant,0,84,84,374,18.3
Legislative District,53033,033,<=60% of SMI,Preschool,1529,159,1688,1811,48.2
Legislative District,53033,033,>60% and <=75% of SMI,Preschool,13,58,71,402,15.0
Legislative District,53033,033,>75% and <=85% of SMI,Preschool,,45,,270,
Legislative District,53033,033,>85% of SMI,Preschool,7,327,334,853,28.1
Legislative District,53033,033,<=60% of SMI,School Age,1204,389,1593,7415,17.7
Legislative District,53033,033,>60% and <=75% of SMI,School Age,,122,,1360,
Legislative District,53033,033,>75% and <=85% of SMI,School Age,,75,,790,
Legislative District,53033,033,>85% of SMI,School Age,0,481,481,2821,14.6
Legislative District,53033,033,<=60% of SMI,Toddler,582,127,709,1933,26.8
Legislative District,53033,033,>60% and <=75% of SMI,Toddler,,44,,332,
Legislative District,53033,033,>75% and <=85% of SMI,Toddler,,28,,208,
Legislative District,53033,033,>85% of SMI,Toddler,,198,,711,
Legislative District,53034,034,<=60% of SMI,Infant,64,32,96,390,19.8
Legislative District,53034,034,>60% and <=75% of SMI,Infant,0,9,9,76,10.6
Legislative District,53034,034,>75% and <=85% of SMI,Infant,0,5,5,44,10.2
Legislative District,53034,034,>85% of SMI,Infant,0,239,239,730,24.7
Legislative District,53034,034,<=60% of SMI,Preschool,567,116,683,596,53.4
Legislative District,53034,034,>60% and <=75% of SMI,Preschool,8,34,42,180,18.9
Legislative District,53034,034,>75% and <=85% of SMI,Preschool,0,22,22,85,20.6
Legislative District,53034,034,>85% of SMI,Preschool,0,1084,1084,1480,42.3
Legislative District,53034,034,<=60% of SMI,School Age,464,221,685,3620,15.9
Legislative District,53034,034,>60% and <=75% of SMI,School Age,,68,,987,
Legislative District,53034,034,>75% and <=85% of SMI,School Age,0,52,52,532,8.9
Legislative District,53034,034,>85% of SMI,School Age,0,1121,1121,4574,19.7
Legislative District,53034,034,<=60% of SMI,Toddler,237,90,327,641,33.8
Legislative District,53034,034,>60% and <=75% of SMI,Toddler,,22,,147,
Legislative District,53034,034,>75% and <=85% of SMI,Toddler,0,14,14,68,17.1
Legislative District,53034,034,>85% of SMI,Toddler,0,659,659,1286,33.9
Legislative District,53035,035,<=60% of SMI,Infant,24,20,44,771,5.4
Legislative District,53035,035,>60% and <=75% of SMI,Infant,0,9,9,228,3.8
Legislative District,53035,035,>75% and <=85% of SMI,Infant,0,4,4,104,3.7
Legislative District,53035,035,>85% of SMI,Infant,0,30,30,411,6.8
Legislative District,53035,035,<=60% of SMI,Preschool,485,81,566,1537,26.9
Legislative District,53035,035,>60% and <=75% of SMI,Preschool,,30,,528,
Legislative District,53035,035,>75% and <=85% of SMI,Preschool,,25,,269,
Legislative District,53035,035,>85% of SMI,Preschool,,145,,977,
Legislative District,53035,035,<=60% of SMI,School Age,204,119,323,5021,6.0
Legislative District,53035,035,>60% and <=75% of SMI,School Age,0,48,48,1809,2.6
Legislative District,53035,035,>75% and <=85% of SMI,School Age,0,24,24,1061,2.2
Legislative District,53035,035,>85% of SMI,School Age,,279,,4370,
Legislative District,53035,035,<=60% of SMI,Toddler,137,72,209,1408,12.9
Legislative District,53035,035,>60% and <=75% of SMI,Toddler,,21,,393,
Legislative District,53035,035,>75% and <=85% of SMI,Toddler,0,20,20,225,8.2
Legislative District,53035,035,>85% of SMI,Toddler,,98,,753,
Legislative District,53036,036,<=60% of SMI,Infant,19,4,23,136,14.5
Legislative District,53036,036,>60% and <=75% of SMI,Infant,0,7,7,51,12.1
Legislative District,53036,036,>75% and <=85% of SMI,Infant,0,7,7,21,25.0
Legislative District,53036,036,>85% of SMI,Infant,0,337,337,774,30.3
Legislative District,53036,036,<=60% of SMI,Preschool,116,48,164,224,42.3
Legislative District,53036,036,>60% and <=75% of SMI,Preschool,,19,,122,
Legislative District,53036,036,>75% and <=85% of SMI,Preschool,0,28,28,68,29.2
Legislative District,53036,036,>85% of SMI,Preschool,0,1411,1411,1474,48.9
Legislative District,53036,036,<=60% of SMI,School Age,80,50,130,812,13.8
Legislative District,53036,036,>60% and <=75% of SMI,School Age,0,18,18,219,7.6
Legislative District,53036,036,>75% and <=85% of SMI,School Age,0,23,23,124,15.6
Legislative District,53036,036,>85% of SMI,School Age,0,2028,2028,5816,25.9
Legislative District,53036,036,<=60% of SMI,Toddler,52,22,74,248,23.0
Legislative District,53036,036,>60% and <=75% of SMI,Toddler,0,15,15,92,14.0
Legislative District,53036,036,>75% and <=85% of SMI,Toddler,0,14,14,50,21.9
Legislative District,53036,036,>85% of SMI,Toddler,0,934,934,1290,42.0
Legislative District,53037,037,<=60% of SMI,Infant,95,42,137,564,19.5
Legislative District,53037,037,>60% and <=75% of SMI,Infant,,16,,81,
Legislative District,53037,037,>75% and <=85% of SMI,Infant,0,1,1,38,2.6
Legislative District,53037,037,>85% of SMI,Infant,0,249,249,514,32.6
Legislative District,53037,037,<=60% of SMI,Preschool,917,133,1050,784,57.3
Legislative District,53037,037,>60% and <=75% of SMI,Preschool,9,45,54,159,25.4
Legislative District,53037,037,>75% and <=85% of SMI,Preschool,,21,,109,
Legislative District,53037,037,>85% of SMI,Preschool,,1048,,926,
Legislative District,53037,037,<=60% of SMI,School Age,879,247,1126,3969,22.1
Legislative District,53037,037,>60% and <=75% of SMI,School Age,,60,,593,
Legislative District,53037,037,>75% and <=85% of SMI,School Age,0,32,32,260,11.0
Legislative District,53037,037,>85% of SMI,School Age,0,1374,1374,3494,28.2
Legislative District,53037,037,<=60% of SMI,Toddler,394,84,478,960,33.2
Legislative District,53037,037,>60% and <=75% of SMI,Toddler,0,19,19,144,11.7
Legislative District,53037,037,>75% and <=85% of SMI,Toddler,0,14,14,77,15.4
Legislative District,53037,037,>85% of SMI,Toddler,,688,,828,
Legislative District,53038,038,<=60% of SMI,Infant,80,31,111,685,13.9
Legislative District,53038,038,>60% and <=75% of SMI,Infant,0,19,19,189,9.1
Legislative District,53038,038,>75% and <=85% of SMI,Infant,0,17,17,101,14.4
Legislative District,53038,038,>85% of SMI,Infant,0,75,75,357,17.4
Legislative District,53038,038,<=60% of SMI,Preschool,815,98,913,1166,43.9
Legislative District,53038,038,>60% and <=75% of SMI,Preschool,12,82,94,550,14.6
Legislative District,53038,038,>75% and <=85% of SMI,Preschool,,42,,242,
Legislative District,53038,038,>85% of SMI,Preschool,14,300,314,825,27.6
Legislative District,53038,038,<=60% of SMI,School Age,328,193,521,5607,8.5
Legislative District,53038,038,>60% and <=75% of SMI,School Age,,70,,1280,
Legislative District,53038,038,>75% and <=85% of SMI,School Age,,46,,742,
Legislative District,53038,038,>85% of SMI,School Age,0,289,289,2589,10.0
Legislative District,53038,038,<=60% of SMI,Toddler,290,81,371,1206,23.5
Legislative District,53038,038,>60% and <=75% of SMI,Toddler,,41,,386,
Legislative District,53038,038,>75% and <=85% of SMI,Toddler,0,29,29,209,12.2
Legislative District,53038,038,>85% of SMI,Toddler,0,232,232,646,26.4
Legislative District,53039,039,<=60% of SMI,Infant,20,22,42,796,5.0
Legislative District,53039,039,>60% and <=75% of SMI,Infant,0,17,17,203,7.7
Legislative District,53039,039,>75% and <=85% of SMI,Infant,0,8,8,124,6.1
Legislative District,53039,039,>85% of SMI,Infant,0,77,77,653,10.5
Legislative District,53039,039,<=60% of SMI,Preschool,576,81,657,1571,29.5
Legislative District,53039,039,>60% and <=75% of SMI,Preschool,12,42,54,517,9.5
Legislative District,53039,039,>75% and <=85% of SMI,Preschool,,27,,280,
Legislative District,53039,039,>85% of SMI,Preschool,12,260,272,1641,14.2
Legislative District,53039,039,<=60% of SMI,School Age,283,98,381,5211,6.8
Legislative District,53039,039,>60% and <=75% of SMI,School Age,,45,,1866,
Legislative District,53039,039,>75% and <=85% of SMI,School Age,0,24,24,1175,2.0
Legislative District,53039,039,>85% of SMI,School Age,0,259,259,4928,5.0
Legislative District,53039,039,<=60% of SMI,Toddler,157,74,231,1458,13.7
Legislative District,53039,039,>60% and <=75% of SMI,Toddler,,27,,365,
Legislative District,53039,039,>75% and <=85% of SMI,Toddler,,18,,233,
Legislative District,53039,039,>85% of SMI,Toddler,,211,,1277,
Legislative District,53040,040,<=60% of SMI,Infant,50,33,83,493,14.4
Legislative District,53040,040,>60% and <=75% of SMI,Infant,0,11,11,122,8.3
Legislative District,53040,040,>75% and <=85% of SMI,Infant,0,6,6,60,9.1
Legislative District,53040,040,>85% of SMI,Infant,0,45,45,395,10.2
Legislative District,53040,040,<=60% of SMI,Preschool,495,169,664,802,45.3
Legislative District,53040,040,>60% and <=75% of SMI,Preschool,,52,,259,
Legislative District,53040,040,>75% and <=85% of SMI,Preschool,0,32,32,150,17.6
Legislative District,53040,040,>85% of SMI,Preschool,,367,,817,
Legislative District,53040,040,<=60% of SMI,School Age,244,167,411,4314,8.7
Legislative District,53040,040,>60% and <=75% of SMI,School Age,0,37,37,1124,3.2
Legislative District,53040,040,>75% and <=85% of SMI,School Age,0,41,41,657,5.9
Legislative District,53040,040,>85% of SMI,School Age,0,414,414,3824,9.8
Legislative District,53040,040,<=60% of SMI,Toddler,177,99,276,874,24.0
Legislative District,53040,040,>60% and <=75% of SMI,Toddler,,29,,222,
Legislative District,53040,040,>75% and <=85% of SMI,Toddler,0,15,15,121,11.0
Legislative District,53040,040,>85% of SMI,Toddler,0,251,251,643,28.1
Legislative District,53041,041,<=60% of SMI,Infant,14,13,27,252,9.7
Legislative District,53041,041,>60% and <=75% of SMI,Infant,0,6,6,43,12.2
Legislative District,53041,041,>75% and <=85% of SMI,Infant,0,2,2,33,5.7
Legislative District,53041,041,>85% of SMI,Infant,0,293,293,911,24.3
Legislative District,53041,041,<=60% of SMI,Preschool,295,53,348,358,49.3
Legislative District,53041,041,>60% and <=75% of SMI,Preschool,,24,,129,
Legislative District,53041,041,>75% and <=85% of SMI,Preschool,,17,,54,
Legislative District,53041,041,>85% of SMI,Preschool,,1555,,1627,
Legislative District,53041,041,<=60% of SMI,School Age,69,57,126,1530,7.6
Legislative District,53041,041,>60% and <=75% of SMI,School Age,,21,,485,
Legislative District,53041,041,>75% and <=85% of SMI,School Age,0,18,18,349,4.9
Legislative District,53041,041,>85% of SMI,School Age,0,2058,2058,9733,17.5
Legislative District,53041,041,<=60% of SMI,Toddler,67,43,110,417,20.9
Legislative District,53041,041,>60% and <=75% of SMI,Toddler,0,6,6,95,5.9
Legislative District,53041,041,>75% and <=85% of SMI,Toddler,0,8,8,64,11.1
Legislative District,53041,041,>85% of SMI,Toddler,0,1043,1043,1387,42.9
Legislative District,53042,042,<=60% of SMI,Infant,31,37,68,881,7.2
Legislative District,53042,042,>60% and <=75% of SMI,Infant,0,9,9,212,4.1
